"SITE","DATE","STOP.#","X","Y","EWPW.(#)","OBSERVER","NOTES","start_hour","end_hour","start_year"
"Nashua River Floodplain: Route #1","05/29/2018","3",-71.6851,42.4845,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","3",-71.6851,42.4845,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","3",-71.6851,42.4845,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","4",-71.6878,42.4992,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","4",-71.6878,42.4992,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","4",-71.6878,42.4992,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","5",-71.7152,42.5067,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","5",-71.7152,42.5067,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","5",-71.7152,42.5067,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","6",-71.699,42.5155,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","6",-71.699,42.5155,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","6",-71.699,42.5155,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","7",-71.6966,42.5337,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","7",-71.6966,42.5337,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","7",-71.6966,42.5337,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","8",-71.6777,42.5396,1,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","8",-71.6777,42.5396,1,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","8",-71.6777,42.5396,1,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","9",-71.6554,42.55,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","9",-71.6554,42.55,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #1","05/29/2018","9",-71.6554,42.55,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none to slight. Sky = clear.  Noise = slight to excessive. Pt 9: Barred owl (very close). Pt 10: Barred owl (very close). Pt 6: American woodcock displaying in spite of traffic and a soccer game. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #2","05/29/2018","1",-71.6289,42.5738,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none. Sky = clear.  Noise = slight to excessive.  Pt 10: 2 American woodcock. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #2","05/29/2018","10",-71.6399,42.4764,2,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none. Sky = clear.  Noise = slight to excessive.  Pt 10: 2 American woodcock. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #2","05/29/2018","2",-71.6076,42.5797,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none. Sky = clear.  Noise = slight to excessive.  Pt 10: 2 American woodcock. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #2","05/29/2018","3",-71.6056,42.5659,1,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none. Sky = clear.  Noise = slight to excessive.  Pt 10: 2 American woodcock. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #2","05/29/2018","4",-71.615,42.5522,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none. Sky = clear.  Noise = slight to excessive.  Pt 10: 2 American woodcock. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #2","05/29/2018","5",-71.6266,42.5397,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none. Sky = clear.  Noise = slight to excessive.  Pt 10: 2 American woodcock. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #2","05/29/2018","6",-71.631,42.525,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none. Sky = clear.  Noise = slight to excessive.  Pt 10: 2 American woodcock. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #2","05/29/2018","7",-71.6124,42.5289,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none. Sky = clear.  Noise = slight to excessive.  Pt 10: 2 American woodcock. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #2","05/29/2018","8",-71.6127,42.5143,0,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none. Sky = clear.  Noise = slight to excessive.  Pt 10: 2 American woodcock. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Nashua River Floodplain: Route #2","05/29/2018","9",-71.6207,42.5013,2,"Dick & Peg Knowlton","Start: 2150, End: 0230. Wind = none. Sky = clear.  Noise = slight to excessive.  Pt 10: 2 American woodcock. Both routes were combined and hop-scotched between stops, not necessarily going in order. ","21:50","2:30",2018
"Old Sandwich Road, Plymouth (Pine Hills)","05/24/2018","1",-70.5483,41.826,0,"Stew Sanders, Ken Donovan","Start: 2000, End: 2255. Wind = slight to moderate.  Sky = clear.  Noise = none to slight. Between Pts 3 & 4: 2 EWPW called (W, medium and SW, far).  At 4.10am - 1 EWPW heard calling briefly NE of PT 7 (medium) near my house. ","20:00","22:55",2018
"Old Sandwich Road, Plymouth (Pine Hills)","05/24/2018","10",-70.5767,41.9264,0,"Stew Sanders, Ken Donovan","Start: 2000, End: 2255. Wind = slight to moderate.  Sky = clear.  Noise = none to slight. Between Pts 3 & 4: 2 EWPW called (W, medium and SW, far).  At 4.10am - 1 EWPW heard calling briefly NE of PT 7 (medium) near my house. ","20:00","22:55",2018
"Old Sandwich Road, Plymouth (Pine Hills)","05/24/2018","2",-70.5404,41.8427,0,"Stew Sanders, Ken Donovan","Start: 2000, End: 2255. Wind = slight to moderate.  Sky = clear.  Noise = none to slight. Between Pts 3 & 4: 2 EWPW called (W, medium and SW, far).  At 4.10am - 1 EWPW heard calling briefly NE of PT 7 (medium) near my house. ","20:00","22:55",2018
"Old Sandwich Road, Plymouth (Pine Hills)","05/24/2018","3",-70.5524,41.854,1,"Stew Sanders, Ken Donovan","Start: 2000, End: 2255. Wind = slight to moderate.  Sky = clear.  Noise = none to slight. Between Pts 3 & 4: 2 EWPW called (W, medium and SW, far).  At 4.10am - 1 EWPW heard calling briefly NE of PT 7 (medium) near my house. ","20:00","22:55",2018
"Old Sandwich Road, Plymouth (Pine Hills)","05/24/2018","4",-70.5694,41.866,0,"Stew Sanders, Ken Donovan","Start: 2000, End: 2255. Wind = slight to moderate.  Sky = clear.  Noise = none to slight. Between Pts 3 & 4: 2 EWPW called (W, medium and SW, far).  At 4.10am - 1 EWPW heard calling briefly NE of PT 7 (medium) near my house. ","20:00","22:55",2018
"Old Sandwich Road, Plymouth (Pine Hills)","05/24/2018","5",-70.5816,41.8764,1,"Stew Sanders, Ken Donovan","Start: 2000, End: 2255. Wind = slight to moderate.  Sky = clear.  Noise = none to slight. Between Pts 3 & 4: 2 EWPW called (W, medium and SW, far).  At 4.10am - 1 EWPW heard calling briefly NE of PT 7 (medium) near my house. ","20:00","22:55",2018
"Old Sandwich Road, Plymouth (Pine Hills)","05/24/2018","6",-70.5911,41.8948,0,"Stew Sanders, Ken Donovan","Start: 2000, End: 2255. Wind = slight to moderate.  Sky = clear.  Noise = none to slight. Between Pts 3 & 4: 2 EWPW called (W, medium and SW, far).  At 4.10am - 1 EWPW heard calling briefly NE of PT 7 (medium) near my house. ","20:00","22:55",2018
"Old Sandwich Road, Plymouth (Pine Hills)","05/24/2018","7",-70.6029,41.9106,1,"Stew Sanders, Ken Donovan","Start: 2000, End: 2255. Wind = slight to moderate.  Sky = clear.  Noise = none to slight. Between Pts 3 & 4: 2 EWPW called (W, medium and SW, far).  At 4.10am - 1 EWPW heard calling briefly NE of PT 7 (medium) near my house. ","20:00","22:55",2018
"Old Sandwich Road, Plymouth (Pine Hills)","05/24/2018","8",-70.6151,41.9229,0,"Stew Sanders, Ken Donovan","Start: 2000, End: 2255. Wind = slight to moderate.  Sky = clear.  Noise = none to slight. Between Pts 3 & 4: 2 EWPW called (W, medium and SW, far).  At 4.10am - 1 EWPW heard calling briefly NE of PT 7 (medium) near my house. ","20:00","22:55",2018
"Old Sandwich Road, Plymouth (Pine Hills)","05/24/2018","9",-70.5984,41.936,0,"Stew Sanders, Ken Donovan","Start: 2000, End: 2255. Wind = slight to moderate.  Sky = clear.  Noise = none to slight. Between Pts 3 & 4: 2 EWPW called (W, medium and SW, far).  At 4.10am - 1 EWPW heard calling briefly NE of PT 7 (medium) near my house. ","20:00","22:55",2018
"Quabbin - Prescott","05/28/2018","1",-72.3367,42.3279,3,"Larry Therrien","Start: 2030, End: 2217. Wind = none to slight. Sky = clear to m clear.  Noise = none to medium. Between Pts 1 & 2: 4 EWPW  heard. Between Pts 2 & 3: 1 EWPW heard.  Between Pts 3 & 4: 1 EWPW heard.  Between Pts 4 & 5: 2 EWPW heard. Pt 3 = Common nighthawk (unexpected). Pt 6: Northern saw-whet owl.","20:30","22:17",2018
"Quabbin - Prescott","05/28/2018","1",-72.3367,42.3279,3,"Larry Therrien","Start: 2030, End: 2217. Wind = none to slight. Sky = clear to m clear.  Noise = none to medium. Between Pts 1 & 2: 4 EWPW  heard. Between Pts 2 & 3: 1 EWPW heard.  Between Pts 3 & 4: 1 EWPW heard.  Between Pts 4 & 5: 2 EWPW heard. Pt 3 = Common nighthawk (unexpected). Pt 6: Northern saw-whet owl.","20:30","22:17",2018
